route_avg_temp,route_avg_wind_speed,route_avg_precip,route_avg_humidity,route_avg_visibility,route_avg_pressure,origin_avg_temp,origin_avg_wind_speed,origin_avg_precip,origin_avg_humidity,origin_avg_visibility,origin_avg_pressure,dest_avg_temp,dest_avg_wind_speed,dest_avg_precip,dest_avg_humidity,dest_avg_visibility,dest_avg_pressure,truck_age,load_capacity_pounds,mileage_mpg,age,experience,average_speed_mph,avg_no_of_vehicles,distance,average_hours,route_description,origin_description,dest_description,accident,fuel_type,gender,driving_style,ratings,is_midnight,delay
45.5,12.25,0.0,57.0,5.0,1013.75,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,20.583333333333332,17.0,0.004166666666666667,77.45833333333333,2.25,1020.75,8,6000.0,15,47,11,44.85,1800.7916666666667,863.47,17.27,Clear,Partly cloudy,Blizzard,0,gas,male,conservative,4,1,1
44.0,6.75,0.0,82.25,4.5,1020.5,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,39.333333333333336,18.541666666666668,0.0,82.41666666666667,5.333333333333333,1011.2916666666666,10,3000.0,17,47,11,56.31,1800.7916666666667,543.35,10.87,Clear,Partly cloudy,Overcast,0,gas,male,proactive,5,0,0
56.5,5.25,0.0,95.75,4.75,1016.25,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,18.5,9.0,0.0,81.125,6.0,1029.6666666666667,9,4000.0,24,52,20,62.25,1834.125,1007.3,20.15,Patchy rain possible,Partly cloudy,Sunny,1,diesel,male,proactive,9,1,1
54.5,3.25,0.0,68.5,5.75,1022.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,33.958333333333336,11.083333333333334,0.004166666666666667,89.41666666666667,3.875,1012.2083333333334,11,10000.0,21,44,16,48.2,1800.7916666666667,670.85,13.42,Clear,Partly cloudy,Overcast,0,Unknown,male,conservative,4,0,0
40.5,10.75,0.0,66.25,6.0,1026.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,15.916666666666666,7.125,0.0,83.08333333333333,3.5,1020.8333333333334,7,10000.0,25,48,10,47.36,1809.125,1071.47,21.43,Clear,Partly cloudy,Heavy snow,1,diesel,male,conservative,7,1,1
67.0,11.5,0.0,64.5,6.0,1011.25,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,16.25,6.666666666666667,0.0,90.79166666666667,2.0416666666666665,1020.2083333333334,11,4000.0,16,54,18,56.12,1809.125,1028.76,20.58,Partly cloudy,Partly cloudy,Heavy snow,1,gas,male,proactive,6,1,1
58.5,7.75,0.0,91.75,4.75,1007.75,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,34.208333333333336,14.125,0.012500000000000002,85.04166666666667,5.708333333333333,1018.0833333333334,12,3000.0,26,52,22,63.63,1809.125,692.06,13.84,Clear,Partly cloudy,Overcast,1,diesel,male,proactive,6,0,1
56.5,4.25,0.0,89.5,5.75,1015.5,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,21.333333333333332,13.75,0.0,93.375,1.7916666666666667,1017.2083333333334,9,10000.0,15,46,18,60.31,1800.7916666666667,1029.88,20.6,Clear,Partly cloudy,Heavy snow,0,gas,male,proactive,8,1,1
74.25,5.0,0.0,90.25,5.5,1015.25,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,29.208333333333332,14.125,0.0,92.91666666666667,3.875,1017.375,9,15000.0,27,48,5,59.83,1809.125,795.73,15.91,Clear,Partly cloudy,Moderate rain,1,diesel,Unknown,proactive,3,0,0
68.0,6.25,0.0,57.25,6.0,1016.5,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,18.75,3.125,0.0,68.20833333333333,6.0,1035.9583333333333,11,6000.0,24,45,14,61.01,1834.125,1138.14,22.76,Partly cloudy,Partly cloudy,Sunny,1,diesel,male,proactive,4,1,1
65.0,9.0,0.0,65.0,3.5,1014.5,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,63.666666666666664,9.166666666666666,0.0,83.08333333333333,6.0,1013.7083333333334,9,3000.0,21,65,20,60.88,1800.7916666666667,41.52,0.83,Mist,Partly cloudy,Overcast,0,diesel,male,proactive,4,0,0
63.5,5.5,0.0,89.0,5.5,1018.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,50.166666666666664,5.020833333333333,0.0,29.25,6.0,1025.9166666666667,11,3000.0,18,53,14,47.01,1800.7916666666667,1012.99,20.26,Patchy rain possible,Partly cloudy,Sunny,0,gas,male,conservative,5,1,1
54.5,2.5,0.0,73.0,6.0,1018.5,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,44.416666666666664,18.291666666666668,0.0,75.95833333333333,4.625,1011.1666666666666,5,4000.0,18,48,15,62.0,1817.4583333333333,446.12,8.92,Clear,Partly cloudy,Overcast,1,gas,male,proactive,6,0,0
65.0,5.75,0.0,70.5,6.0,1015.75,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,9.708333333333334,12.083333333333334,0.0,95.29166666666667,3.5,1021.8333333333334,8,6000.0,25,48,1,55.19,1809.125,1110.11,22.2,Clear,Partly cloudy,Heavy snow,1,diesel,male,proactive,7,1,1
58.0,4.75,0.07500000000000001,95.75,4.0,1013.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,32.375,12.25,0.025000000000000005,91.25,4.75,1016.6666666666666,11,3000.0,21,43,14,55.36,1800.7916666666667,727.03,14.54,Patchy rain possible,Partly cloudy,Moderate rain,0,diesel,male,conservative,5,0,0
59.0,3.25,0.0,91.75,5.5,1017.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,24.166666666666668,13.041666666666666,0.0,91.54166666666667,4.708333333333333,1019.0416666666666,13,15000.0,19,46,5,63.57,1800.7916666666667,896.17,17.92,Clear,Partly cloudy,Light rain,0,gas,male,proactive,2,1,1
72.5,6.75,0.0,60.75,6.0,1018.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,18.916666666666668,10.375,0.004166666666666667,78.79166666666667,4.041666666666667,1024.3333333333333,9,3000.0,22,43,4,61.57,1800.7916666666667,1063.62,21.27,Clear,Partly cloudy,Heavy snow,0,diesel,male,proactive,2,1,1
81.5,8.0,0.025,77.0,5.25,1012.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,30.125,13.75,0.020833333333333332,91.79166666666667,4.0,1017.5,9,15000.0,24,57,25,48.75,1825.7916666666667,793.61,15.87,Moderate or heavy rain shower,Partly cloudy,Moderate rain,1,diesel,male,conservative,7,0,0
58.0,4.0,0.0,69.75,5.75,1011.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,42.166666666666664,12.458333333333334,0.0,75.58333333333333,5.375,1024.7916666666667,13,3000.0,16,41,10,50.52,1809.125,457.43,9.15,Clear,Partly cloudy,Overcast,1,gas,male,conservative,2,0,0
67.5,7.0,0.0,92.75,4.75,1016.25,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,16.75,8.75,0.0,89.79166666666667,3.5,1020.25,11,15000.0,25,53,20,47.15,1809.125,1020.58,20.41,Cloudy,Partly cloudy,Heavy snow,1,diesel,male,conservative,7,1,1
67.0,3.75,0.0,93.0,5.5,1014.25,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,19.791666666666668,14.166666666666666,0.0,79.66666666666667,5.791666666666667,1028.6666666666667,10,15000.0,23,46,12,59.0,1817.4583333333333,987.89,19.76,Cloudy,Partly cloudy,Sunny,1,diesel,male,proactive,8,1,1
63.0,6.0,0.0,93.25,6.0,1012.25,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,8,3000.0,18,40,5,64.71,1809.125,780.24,15.6,Clear,Partly cloudy,Heavy snow,1,gas,male,Unknown,3,0,1
67.75,6.25,0.0,85.0,6.0,1016.0,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,10,4000.0,16,57,22,59.11,1817.4583333333333,960.93,19.22,Clear,Partly cloudy,Overcast,1,gas,male,proactive,9,1,1
44.0,9.5,0.0,93.0,3.5,1017.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,24.208333333333332,13.541666666666666,0.012500000000000002,93.08333333333333,2.9166666666666665,1017.5416666666666,7,3000.0,24,45,11,45.3,348.1666666666667,235.89,4.72,Clear,Heavy snow,Heavy snow,1,diesel,male,conservative,6,0,0
38.75,7.25,0.0,79.0,4.5,1016.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,26.291666666666668,13.416666666666666,0.0,79.29166666666667,5.375,1025.2916666666667,7,15000.0,17,47,3,42.25,348.1666666666667,516.77,10.34,Clear,Heavy snow,Overcast,1,gas,male,conservative,8,0,0
43.0,5.0,0.025,93.25,4.0,1011.5,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,14.791666666666666,7.75,0.0,82.70833333333333,6.0,1034.9583333333333,8,4000.0,25,56,17,59.0,339.8333333333333,852.12,17.04,Overcast,Heavy snow,Sunny,1,diesel,male,proactive,4,1,1
45.5,3.75,0.0,71.75,5.5,1015.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,25.875,12.541666666666666,0.008333333333333333,92.95833333333333,4.375,1018.0,14,10000.0,22,47,14,60.89,356.5,263.95,5.28,Clear,Heavy snow,Light snow,1,diesel,male,proactive,4,0,0
65.5,9.0,0.05,82.5,5.0,1011.5,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,13.166666666666666,7.75,0.0,81.91666666666667,5.375,1034.0,11,6000.0,24,48,5,59.59,348.1666666666667,924.53,18.49,Clear,Heavy snow,Partly cloudy,1,diesel,male,proactive,2,1,1
40.0,10.5,0.0,61.0,6.0,1015.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,20.583333333333332,17.0,0.004166666666666667,77.45833333333333,2.25,1020.75,10,4000.0,16,46,-3,64.51,331.5,493.44,9.87,Clear,Heavy snow,Blizzard,0,gas,male,proactive,8,0,0
46.0,10.0,0.0,90.75,5.0,1018.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,39.333333333333336,18.541666666666668,0.0,82.41666666666667,5.333333333333333,1011.2916666666666,7,4000.0,24,50,18,60.31,348.1666666666667,257.16,5.14,Partly cloudy,Heavy snow,Overcast,1,diesel,male,proactive,4,0,0
57.5,12.75,0.0,74.25,4.25,1010.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,18.5,9.0,0.0,81.125,6.0,1029.6666666666667,9,20000.0,24,45,13,48.88,339.8333333333333,673.92,13.48,Mist,Heavy snow,Sunny,1,diesel,male,conservative,4,0,0
49.0,8.25,0.0,60.0,6.0,1018.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,21.5,7.833333333333333,0.0,47.291666666666664,6.0,1035.5,13,6000.0,17,50,-7,35.2,348.1666666666667,1166.52,23.33,Overcast,Heavy snow,Sunny,1,gas,male,conservative,4,1,1
55.25,7.0,0.0,91.0,3.5,1012.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,33.958333333333336,11.083333333333334,0.004166666666666667,89.41666666666667,3.875,1012.2083333333334,8,4000.0,25,42,8,29.32,339.8333333333333,126.12,2.52,Clear,Heavy snow,Overcast,1,diesel,male,conservative,3,0,1
36.0,9.0,0.0,54.25,6.0,1029.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,15.916666666666666,7.125,0.0,83.08333333333333,3.5,1020.8333333333334,10,3000.0,22,49,2,47.86,348.1666666666667,400.78,8.02,Clear,Heavy snow,Heavy snow,1,diesel,male,conservative,2,0,0
61.25,9.25,0.0,63.25,6.0,1015.5,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,16.25,6.666666666666667,0.0,90.79166666666667,2.0416666666666665,1020.2083333333334,8,15000.0,24,45,0,62.66,348.1666666666667,315.98,6.32,Partly cloudy,Heavy snow,Heavy snow,1,diesel,male,proactive,2,0,0
55.5,10.75,0.0,80.0,6.0,1013.5,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,34.208333333333336,14.125,0.012500000000000002,85.04166666666667,5.708333333333333,1018.0833333333334,12,10000.0,18,50,12,37.65,364.8333333333333,319.51,6.39,Clear,Heavy snow,Overcast,1,gas,male,conservative,4,0,0
49.75,5.25,0.0,87.25,3.75,1017.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,22.458333333333332,5.875,0.0,48.166666666666664,6.0,1036.125,7,15000.0,25,40,3,49.68,356.5,1144.89,22.9,Clear,Heavy snow,Sunny,1,diesel,male,conservative,4,1,1
54.0,13.25,0.05,91.25,4.5,1010.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,21.333333333333332,13.75,0.0,93.375,1.7916666666666667,1017.2083333333334,8,4000.0,23,46,7,59.36,348.1666666666667,667.09,13.34,Overcast,Heavy snow,Heavy snow,1,diesel,male,proactive,8,0,1
60.5,13.75,0.0,87.5,3.5,1012.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,29.208333333333332,14.125,0.0,92.91666666666667,3.875,1017.375,8,6000.0,22,59,23,44.9,339.8333333333333,267.0,5.34,Light drizzle,Heavy snow,Moderate rain,1,diesel,male,conservative,8,0,0
66.0,3.75,0.0,56.75,6.0,1013.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,22.791666666666668,6.375,0.0,48.5,6.0,1036.25,9,6000.0,18,52,22,58.99,339.8333333333333,1141.03,22.82,Clear,Heavy snow,Sunny,1,gas,male,proactive,7,1,1
63.5,7.25,0.025,83.75,5.25,1011.5,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,18.75,3.125,0.0,68.20833333333333,6.0,1035.9583333333333,8,20000.0,24,46,16,59.85,348.1666666666667,893.02,17.86,Clear,Heavy snow,Sunny,1,diesel,male,proactive,7,1,1
68.5,11.75,0.0,80.75,6.0,1009.5,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,63.666666666666664,9.166666666666666,0.0,83.08333333333333,6.0,1013.7083333333334,9,3000.0,17,50,8,29.15,339.8333333333333,762.46,15.25,Sunny,Heavy snow,Overcast,1,gas,female,conservative,3,0,0
60.5,12.5,0.0,85.25,6.0,1016.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,50.166666666666664,5.020833333333333,0.0,29.25,6.0,1025.9166666666667,13,3000.0,17,45,12,60.67,373.1666666666667,944.42,18.89,Partly cloudy,Heavy snow,Sunny,1,gas,male,proactive,8,1,1
49.0,7.25,0.0,83.25,6.0,1012.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,44.416666666666664,18.291666666666668,0.0,75.95833333333333,4.625,1011.1666666666666,9,15000.0,23,45,9,61.46,356.5,370.26,7.41,Clear,Heavy snow,Overcast,1,diesel,male,proactive,8,0,1
70.0,6.0,0.0,78.25,6.0,1013.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,9.708333333333334,12.083333333333334,0.0,95.29166666666667,3.5,1021.8333333333334,11,4000.0,25,44,16,39.32,331.5,330.15,6.6,Clear,Heavy snow,Heavy snow,0,diesel,male,conservative,4,0,0
65.0,6.5,0.0,94.5,5.0,1013.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,32.375,12.25,0.025000000000000005,91.25,4.75,1016.6666666666666,10,6000.0,22,50,0,59.29,331.5,268.65,5.37,Moderate or heavy rain shower,Heavy snow,Moderate rain,0,diesel,male,proactive,2,0,0
66.5,10.5,0.05,94.5,4.5,1008.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,24.166666666666668,13.041666666666666,0.0,91.54166666666667,4.708333333333333,1019.0416666666666,10,3000.0,15,51,14,59.57,348.1666666666667,340.34,6.81,Thundery outbreaks possible,Heavy snow,Light rain,1,gas,male,proactive,6,0,0
68.5,9.5,0.025,82.0,4.5,1009.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,25.791666666666668,7.958333333333333,0.0,36.75,6.0,1038.2083333333333,8,20000.0,22,52,19,46.85,348.1666666666667,1007.54,20.15,Clear,Heavy snow,Clear,1,diesel,male,conservative,8,1,1
68.0,6.0,0.0,85.0,6.0,1010.5,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,14.125,3.8333333333333335,0.0,77.91666666666667,5.375,1036.5416666666667,11,20000.0,26,54,18,42.02,356.5,939.23,18.78,Clear,Heavy snow,Partly cloudy,1,diesel,male,conservative,7,1,1
71.0,8.0,0.0,67.25,6.0,1015.75,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,28.666666666666668,7.541666666666667,0.0,56.375,6.0,1038.4166666666667,6,10000.0,18,46,9,44.8,331.5,1103.1,22.06,Clear,Heavy snow,Sunny,0,gas,male,conservative,4,1,1
67.75,12.0,0.05,85.75,5.0,1011.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,18.916666666666668,10.375,0.004166666666666667,78.79166666666667,4.041666666666667,1024.3333333333333,9,3000.0,22,45,14,42.94,331.5,546.44,10.93,Partly cloudy,Heavy snow,Heavy snow,0,diesel,female,conservative,6,0,0
77.0,11.75,0.0,82.0,6.0,1012.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,30.125,13.75,0.020833333333333332,91.79166666666667,4.0,1017.5,8,15000.0,14,50,6,59.91,356.5,287.28,5.75,Partly cloudy,Heavy snow,Moderate rain,1,gas,male,proactive,7,0,0
54.75,6.75,0.0,57.75,6.0,1015.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,42.166666666666664,12.458333333333334,0.0,75.58333333333333,5.375,1024.7916666666667,11,10000.0,18,39,6,57.65,331.5,632.43,12.65,Clear,Heavy snow,Overcast,0,gas,male,proactive,7,0,0
65.75,4.5,0.0,90.5,3.75,1017.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,16.75,8.75,0.0,89.79166666666667,3.5,1020.25,10,20000.0,24,45,8,60.53,339.8333333333333,321.11,6.42,Clear,Heavy snow,Heavy snow,1,diesel,male,proactive,7,0,0
65.5,4.0,0.0,72.0,6.0,1017.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,19.791666666666668,14.166666666666666,0.0,79.66666666666667,5.791666666666667,1028.6666666666667,9,15000.0,17,60,16,39.7,364.8333333333333,625.71,12.51,Clear,Heavy snow,Sunny,1,gas,male,conservative,7,0,0
63.0,6.0,0.0,93.25,6.0,1012.25,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,65.0,11.375,0.0,80.875,5.958333333333333,1014.2916666666666,9,4000.0,15,49,10,57.66,339.8333333333333,780.24,15.6,Clear,Heavy snow,Partly cloudy,1,gas,male,proactive,4,0,0
71.25,8.5,0.0,89.0,6.0,1012.0,24.333333333333332,16.875,0.0,89.5,2.2916666666666665,1015.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,7,3000.0,25,41,2,59.77,331.5,472.61,9.45,Partly cloudy,Heavy snow,Overcast,0,diesel,male,proactive,4,0,0
51.5,8.5,0.07500000000000001,91.5,4.75,1017.25,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,24.208333333333332,13.541666666666666,0.012500000000000002,93.08333333333333,2.9166666666666665,1017.5416666666666,12,3000.0,25,47,9,35.86,1568.4583333333333,239.78,4.8,Clear,Overcast,Heavy snow,1,diesel,male,conservative,8,0,0
47.25,10.0,0.0,63.0,3.5,1015.25,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,26.291666666666668,13.416666666666666,0.0,79.29166666666667,5.375,1025.2916666666667,9,6000.0,23,45,10,57.74,1543.4583333333333,139.34,2.79,Clear,Overcast,Overcast,1,diesel,male,proactive,8,0,0
50.5,6.0,0.0,55.5,6.0,1013.0,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,25.875,12.541666666666666,0.008333333333333333,92.95833333333333,4.375,1018.0,11,4000.0,28,50,9,63.54,1551.7916666666667,208.69,4.17,Clear,Overcast,Light snow,1,diesel,male,Unknown,8,0,0
62.5,9.5,0.0,75.25,6.0,1015.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,13.166666666666666,7.75,0.0,81.91666666666667,5.375,1034.0,11,6000.0,16,51,21,59.4,1543.4583333333333,454.49,9.09,Clear,Overcast,Partly cloudy,1,gas,female,proactive,9,0,0
45.0,8.75,0.0,49.25,4.25,1016.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,20.583333333333332,17.0,0.004166666666666667,77.45833333333333,2.25,1020.75,10,15000.0,22,46,7,44.02,1543.4583333333333,966.04,19.32,Clear,Overcast,Blizzard,1,diesel,male,conservative,4,1,1
50.0,6.5,0.0,75.0,5.0,1019.75,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,39.333333333333336,18.541666666666668,0.0,82.41666666666667,5.333333333333333,1011.2916666666666,9,15000.0,20,49,10,38.39,1535.125,629.9,12.6,Moderate or heavy snow showers,Overcast,Overcast,0,gas,male,conservative,7,0,0
59.0,10.75,0.0,75.25,6.0,1014.75,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,18.5,9.0,0.0,81.125,6.0,1029.6666666666667,10,3000.0,24,57,10,45.88,1551.7916666666667,222.41,4.45,Clear,Overcast,Sunny,1,diesel,male,conservative,7,0,0
52.0,6.0,0.0,60.25,6.0,1022.0,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,21.5,7.833333333333333,0.0,47.291666666666664,6.0,1035.5,8,3000.0,25,48,3,60.85,1543.4583333333333,694.98,13.9,Light snow,Overcast,Sunny,1,diesel,male,proactive,3,0,0
55.5,7.75,0.175,88.0,4.75,1016.0,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,33.958333333333336,11.083333333333334,0.004166666666666667,89.41666666666667,3.875,1012.2083333333334,9,6000.0,26,48,0,60.18,1551.7916666666667,445.13,8.9,Heavy rain,Overcast,Overcast,1,diesel,male,proactive,4,0,0
45.5,8.25,0.0,30.75,6.0,1028.0,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,15.916666666666666,7.125,0.0,83.08333333333333,3.5,1020.8333333333334,8,15000.0,21,39,4,47.15,1535.125,236.63,4.73,Clear,Overcast,Heavy snow,0,gas,male,conservative,2,0,0
62.25,6.25,0.0,69.25,4.0,1015.75,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,16.25,6.666666666666667,0.0,90.79166666666667,2.0416666666666665,1020.2083333333334,9,10000.0,25,45,15,60.45,1543.4583333333333,295.81,5.92,Mist,Overcast,Heavy snow,1,diesel,male,proactive,5,0,0
59.5,13.75,0.1,84.5,4.25,1009.25,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,34.208333333333336,14.125,0.012500000000000002,85.04166666666667,5.708333333333333,1018.0833333333334,7,3000.0,26,41,8,60.01,1535.125,278.64,5.57,Moderate or heavy rain shower,Overcast,Overcast,0,diesel,Unknown,proactive,4,0,0
58.0,7.25,0.0,85.5,6.0,1017.25,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,22.458333333333332,5.875,0.0,48.166666666666664,6.0,1036.125,4,15000.0,20,55,23,60.11,1535.125,674.53,13.49,Clear,Overcast,Sunny,0,gas,female,proactive,9,0,0
57.0,9.75,0.0,87.75,6.0,1011.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,21.333333333333332,13.75,0.0,93.375,1.7916666666666667,1017.2083333333334,9,4000.0,23,60,13,40.3,1543.4583333333333,204.99,4.1,Partly cloudy,Overcast,Heavy snow,1,diesel,male,conservative,4,0,0
63.5,9.75,0.0,87.75,5.75,1013.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,29.208333333333332,14.125,0.0,92.91666666666667,3.875,1017.375,10,4000.0,23,48,7,63.05,1585.125,222.26,4.45,Clear,Overcast,Moderate rain,1,diesel,male,proactive,2,0,0
59.5,11.0,0.0,65.75,6.0,1011.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,22.791666666666668,6.375,0.0,48.5,6.0,1036.25,7,6000.0,21,41,16,46.28,1543.4583333333333,670.64,13.41,Clear,Overcast,Sunny,1,diesel,male,conservative,6,0,0
69.75,7.0,0.125,79.0,4.25,1013.25,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,18.75,3.125,0.0,68.20833333333333,6.0,1035.9583333333333,10,15000.0,27,45,8,43.4,1543.4583333333333,439.84,8.8,Partly cloudy,Overcast,Sunny,1,diesel,male,conservative,3,0,0
71.25,5.25,0.0,73.25,6.0,1014.75,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,63.666666666666664,9.166666666666666,0.0,83.08333333333333,6.0,1013.7083333333334,13,3000.0,17,49,12,59.86,1535.125,963.76,19.28,Sunny,Overcast,Overcast,0,gas,male,proactive,8,1,1
64.25,11.0,0.0,83.5,5.75,1019.0,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,50.166666666666664,5.020833333333333,0.0,29.25,6.0,1025.9166666666667,11,20000.0,26,47,9,64.99,1543.4583333333333,556.81,11.14,Cloudy,Overcast,Sunny,1,diesel,male,proactive,3,0,1
69.25,9.0,0.0,81.5,4.0,1010.0,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,17.833333333333332,7.208333333333333,0.0,52.75,6.0,1032.0833333333333,11,6000.0,23,41,6,39.81,1551.7916666666667,809.66,16.19,Clear,Overcast,Sunny,1,diesel,male,conservative,2,1,0
50.5,7.0,0.0,72.75,6.0,1015.75,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,44.416666666666664,18.291666666666668,0.0,75.95833333333333,4.625,1011.1666666666666,12,10000.0,24,46,16,48.1,1543.4583333333333,717.33,14.35,Clear,Overcast,Overcast,1,diesel,female,conservative,8,0,0
71.75,9.0,0.0,78.75,6.0,1014.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,9.708333333333334,12.083333333333334,0.0,95.29166666666667,3.5,1021.8333333333334,11,15000.0,19,52,24,60.35,1543.4583333333333,554.39,11.09,Clear,Overcast,Heavy snow,1,diesel,male,proactive,7,0,0
64.5,6.0,0.0,75.0,6.0,1014.5,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,32.375,12.25,0.025000000000000005,91.25,4.75,1016.6666666666666,11,6000.0,25,47,20,62.09,1543.4583333333333,268.97,5.38,Clear,Overcast,Moderate rain,1,diesel,male,proactive,4,0,0
67.0,7.75,0.0,94.0,6.0,1012.75,23.458333333333332,11.583333333333334,0.004166666666666667,82.04166666666667,5.333333333333333,1022.875,24.166666666666668,13.041666666666666,0.0,91.54166666666667,4.708333333333333,1019.0416666666666,6,20000.0,23,42,13,63.74,1543.4583333333333,132.59,2.65,Light rain shower,Overcast,Light rain,1,diesel,male,proactive,8,0,0
